tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,019,201019,3,,Melissa Gurney,U,,USA,17.0732375086,73,,200478,,,Caryn Copeland Wilson,U,,USA,25.3524982888,,,6-1 6-2,3,R16
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,020,200514,,Q,Monique Javer,R,,GBR,18.9979466119,249,,200589,,,Halle Cioffi,U,,USA,16.9582477755,185,,6-1 6-4,3,R16
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,021,201033,6,,Kristin Kinney,U,,USA,26.8993839836,,,201176,,,Jane Forman,U,,USA,24.4955509925,,,4-6 6-2 6-1,3,R16
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,022,200435,4,,Barbara Gerken,U,,USA,22.0479123888,,,200501,,,Marianne Werdel Witmeyer,U,,USA,18.7597535934,166,,6-3 6-0,3,R16
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,023,200694,,,Elly Hakami,U,,USA,16.9034907598,,,200393,7,,Lea Antonoplis,U,,USA,27.498973306,133,,7-5 6-2,3,R16
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,024,200407,2,,Camille Benjamin,U,,USA,20.1341546886,64,,201032,,,Cecilia Fernandez Parker,U,,USA,23.0636550308,,,7-5 6-4,3,R16
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,025,200473,,,Beverly Bowes Hackney,R,,USA,20.8624229979,124,,200481,8,,Elna Reinach,U,,RSA,17.6317590691,106,,3-6 6-2 6-4,3,QF
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,026,201019,3,,Melissa Gurney,U,,USA,17.0732375086,73,,200514,,Q,Monique Javer,R,,GBR,18.9979466119,249,,6-1 7-5,3,QF
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,027,200435,4,,Barbara Gerken,U,,USA,22.0479123888,,,201033,6,,Kristin Kinney,U,,USA,26.8993839836,,,6-4 7-5,3,QF
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,028,200694,,,Elly Hakami,U,,USA,16.9034907598,,,200407,2,,Camille Benjamin,U,,USA,20.1341546886,64,,7-6 7-6,3,QF
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,029,201019,3,,Melissa Gurney,U,,USA,17.0732375086,73,,200473,,,Beverly Bowes Hackney,R,,USA,20.8624229979,124,,6-3 6-3,3,SF
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,030,200435,4,,Barbara Gerken,U,,USA,22.0479123888,,,200694,,,Elly Hakami,U,,USA,16.9034907598,,,6-1 2-6 6-3,3,SF
1986-W-WT-USA-21A-1986,Berkeley,Hard,32,W,19860721,031,201019,3,,Melissa Gurney,U,,USA,17.0732375086,73,,200435,4,,Barbara Gerken,U,,USA,22.0479123888,,,6-1 6-3,3,F
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,001,200481,,Q,Elna Reinach,U,,RSA,17.440109514,122,,200412,,,Vicki Nelson Dunbar,U,,USA,23.627652293,,,6-2 6-4,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,002,200429,,,Elizabeth Minter,U,,AUS,20.7173169062,,,200383,,,Anne Hobbs,U,,GBR,26.7241615332,61,,3-6 7-6 6-2,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,003,200395,,,Catherine Tanvier,U,,FRA,20.9555099247,57,,200452,14,,Tine Scheuer Larsen,U,,DEN,20.1642710472,47,,6-3 7-6,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,004,200392,9,,Jo Durie,R,,GBR,25.7905544148,23,,200965,,Q,Emilse Rapponi Longo,U,,USA,28.3942505133,,,7-6 6-3,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,005,200398,,,Iva Budarova,U,,TCH,25.7796030116,68,,200454,,,Myriam Schropp,U,,GER,20.0355920602,,,6-1 6-3,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,006,200502,,,Andrea Betzner,U,,GER,19.8384668036,,,200651,,,Sabine Hack,U,,GER,16.8323066393,187,,6-3 6-3,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,007,200650,,,Isabel Cueto,U,,GER,17.4373716632,111,,200460,,,Regina Marsikova,U,,CZE,27.4168377823,,,6-4 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,008,201021,,,Laura Garrone,U,,ITA,18.4887063655,62,,200376,,,Katerina Bohmova,U,,CZE,28.3011635866,,,4-6 6-2 6-2,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,009,200576,,,Nathalie Herreman,U,,FRA,20.1232032854,106,,200449,,,Petra Keppeler,U,,GER,21.1389459274,,,6-3 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,010,200465,11,,Lisa Bonder Kreiss,R,,USA,20.5694729637,28,,200621,,,Isabelle Demongeot,U,,FRA,19.6468172485,119,,7-6 6-0,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,011,201020,,,Petra Huber,U,,AUT,20.2354551677,71,,200447,,,Adriana Villagran Reami,U,,ARG,29.7604380561,,,6-2 6-3,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,012,200506,,,Wiltrud Probst,R,,GER,16.9527720739,196,,200320,,,Renata Tomanova,U,,GER,31.4223134839,,,6-2 6-0,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,013,201034,,Q,Helena Dahlstrom,U,,SWE,17.9958932238,,,200439,,Q,Jenny Byrne,U,,AUS,19.2087611225,124,,6-4 4-6 6-2,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,014,201017,,,Angelika Kanellopoulou,R,,GRE,20.3969883641,51,,200961,,Q,Ivanna Madruga Osses,U,,ARG,25.28678987,,,6-1 7-6,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,015,200372,10,,Bettina Bunge,U,,GER,22.9130732375,27,,200457,,,Andrea Holikova,U,,TCH,18.3216974675,,,3-6 6-3 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,016,200585,,,Kathy Horvath,U,,USA,20.7118412047,50,,200467,,,Janine Tremelling,U,,AUS,18.6639288159,53,,3-6 7-5 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,017,200436,,,Carina Karlsson,U,,SWE,22.6666666667,,,200479,,,Emiko Okagawa,U,,JPN,21.3744010951,,,6-2 4-6 7-6,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,018,200441,,,Louise Field,U,,AUS,19.2087611225,128,,201039,,Q,Caterina Nozzoli,U,,ITA,18.8692676249,,,6-4 6-7 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,019,200480,,,Claudia Porwik,U,,GER,17.4893908282,130,,200421,,,Pascale Paradis Mangon,R,,FRA,20.0492813142,52,,7-6 6-7 6-2,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,020,200384,,,Eva Pfaff,U,,GER,25.2484599589,44,,201828,,Q,Olga Votavova,U,,TCH,19.8384668036,,,3-6 6-1 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,021,200472,12,,Helen Kelesi,U,,CAN,16.4873374401,29,,200370,,,Marie Christine Calleja,U,,FRA,22.3244353183,,,6-2 6-3,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,022,200628,13,,Sabrina Goles,U,,YUG,20.93908282,45,,200443,,,Sara Gomer,U,,GBR,21.9958932238,92,,6-3 6-2,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,023,200097,,,Nathalie Tauziat,R,,FRA,18.5681040383,107,,201025,,,Neige Dias,U,,BRA,19.4332648871,,,6-3 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,024,201005,,,Amy Holton,U,,USA,21.1006160164,,,200640,,,Mercedes Paz,U,,ARG,19.8740588638,80,,6-4 6-1,3,R64
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,025,200293,1,,Martina Navratilova,L,173,USA,29.5633127995,1,,200481,,Q,Elna Reinach,U,,RSA,17.440109514,122,,6-1 6-3,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,026,200395,,,Catherine Tanvier,U,,FRA,20.9555099247,57,,200429,,,Elizabeth Minter,U,,AUS,20.7173169062,,,6-2 6-1,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,027,200392,9,,Jo Durie,R,,GBR,25.7905544148,23,,200398,,,Iva Budarova,U,,TCH,25.7796030116,68,,3-6 6-3 6-1,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,028,200453,6,,Catarina Lindqvist Ryan,U,,SWE,22.9130732375,16,,200502,,,Andrea Betzner,U,,GER,19.8384668036,,,6-4 6-2,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,029,200354,3,,Claudia Kohde Kilsch,R,,GER,22.417522245,4,,200650,,,Isabel Cueto,U,,GER,17.4373716632,111,,7-5 6-1,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,030,201021,,,Laura Garrone,U,,ITA,18.4887063655,62,,200576,,,Nathalie Herreman,U,,FRA,20.1232032854,106,,7-6 6-0,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,031,201020,,,Petra Huber,U,,AUT,20.2354551677,71,,200465,11,,Lisa Bonder Kreiss,R,,USA,20.5694729637,28,,6-4 6-4,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,032,200496,8,,Terry Phelps,U,,USA,19.3976728268,21,,200506,,,Wiltrud Probst,R,,GER,16.9527720739,196,,6-2 6-3,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,033,200377,5,,Helena Sukova,R,,CZE,21.2128678987,7,,201034,,Q,Helena Dahlstrom,U,,SWE,17.9958932238,,,6-3 6-3,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,034,200372,10,,Bettina Bunge,U,,GER,22.9130732375,27,,201017,,,Angelika Kanellopoulou,R,,GRE,20.3969883641,51,,6-3 6-2,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,035,200585,,,Kathy Horvath,U,,USA,20.7118412047,50,,200436,,,Carina Karlsson,U,,SWE,22.6666666667,,,6-3 6-3,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,036,200348,4,,Hana Mandlikova,R,,AUS,24.2245037645,5,,200441,,,Louise Field,U,,AUS,19.2087611225,128,,6-4 6-2,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,037,200442,7,,Andrea Temesvari,R,,HUN,20.0438056126,19,,200480,,,Claudia Porwik,U,,GER,17.4893908282,130,,6-1 6-2,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,038,200472,12,,Helen Kelesi,U,,CAN,16.4873374401,29,,200384,,,Eva Pfaff,U,,GER,25.2484599589,44,,7-6 6-0,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,039,200628,13,,Sabrina Goles,U,,YUG,20.93908282,45,,200097,,,Nathalie Tauziat,R,,FRA,18.5681040383,107,,6-2 5-7 6-3,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,040,200414,2,,Steffi Graf,R,,GER,16.9089664613,3,,201005,,,Amy Holton,U,,USA,21.1006160164,,,6-1 6-1,3,R32
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,041,200293,1,,Martina Navratilova,L,173,USA,29.5633127995,1,,200395,,,Catherine Tanvier,U,,FRA,20.9555099247,57,,6-3 7-6,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,042,200392,9,,Jo Durie,R,,GBR,25.7905544148,23,,200453,6,,Catarina Lindqvist Ryan,U,,SWE,22.9130732375,16,,2-6 6-4 6-4,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,043,200354,3,,Claudia Kohde Kilsch,R,,GER,22.417522245,4,,201021,,,Laura Garrone,U,,ITA,18.4887063655,62,,6-4 7-5,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,044,201020,,,Petra Huber,U,,AUT,20.2354551677,71,,200496,8,,Terry Phelps,U,,USA,19.3976728268,21,,6-4 6-3,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,045,200372,10,,Bettina Bunge,U,,GER,22.9130732375,27,,200377,5,,Helena Sukova,R,,CZE,21.2128678987,7,,7-6 6-2,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,046,200348,4,,Hana Mandlikova,R,,AUS,24.2245037645,5,,200585,,,Kathy Horvath,U,,USA,20.7118412047,50,,6-3 6-2,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,047,200442,7,,Andrea Temesvari,R,,HUN,20.0438056126,19,,200472,12,,Helen Kelesi,U,,CAN,16.4873374401,29,,1-6 6-1 6-3,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,048,200414,2,,Steffi Graf,R,,GER,16.9089664613,3,,200628,13,,Sabrina Goles,U,,YUG,20.93908282,45,,6-1 6-0,3,R16
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,049,200293,1,,Martina Navratilova,L,173,USA,29.5633127995,1,,200392,9,,Jo Durie,R,,GBR,25.7905544148,23,,6-2 6-1,3,QF
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,050,200354,3,,Claudia Kohde Kilsch,R,,GER,22.417522245,4,,201020,,,Petra Huber,U,,AUT,20.2354551677,71,,2-6 6-4 6-1,3,QF
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,051,200348,4,,Hana Mandlikova,R,,AUS,24.2245037645,5,,200372,10,,Bettina Bunge,U,,GER,22.9130732375,27,,6-2 6-0,3,QF
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,052,200414,2,,Steffi Graf,R,,GER,16.9089664613,3,,200442,7,,Andrea Temesvari,R,,HUN,20.0438056126,19,,6-3 6-3,3,QF
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,053,200293,1,,Martina Navratilova,L,173,USA,29.5633127995,1,,200354,3,,Claudia Kohde Kilsch,R,,GER,22.417522245,4,,7-6 6-2,3,SF
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,054,200414,2,,Steffi Graf,R,,GER,16.9089664613,3,,200348,4,,Hana Mandlikova,R,,AUS,24.2245037645,5,,W/O,3,SF
1986-W-WT-FRG-01A-1986,German Open,Clay,56,W,19860512,055,200414,2,,Steffi Graf,R,,GER,16.9089664613,3,,200293,1,,Martina Navratilova,L,173,USA,29.5633127995,1,,6-2 6-3,3,F
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,001,200548,,,Patty Fendick,U,,USA,21.1909650924,90,,200359,,,Christiane Jolissaint,U,,SUI,24.7392197125,,,7-5 6-1,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,002,200333,,,Betsy Nagelsen,R,,USA,29.6262833676,38,,200399,,,Jennifer Mundel,U,,RSA,24.3832991102,,,6-4 6-3,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,003,200439,,Q,Jenny Byrne,U,,AUS,19.2854209446,112,,200405,12,,Susan Mascarin,U,,USA,21.9466119097,36,,6-2 7-5,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,004,200468,,,Hu Na,U,,USA,23.1485284052,97,,200456,,Q,Masako Yanagi,U,,JPN,26.5763175907,120,,7-6 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,005,200384,,,Eva Pfaff,U,,GER,25.325119781,39,,200448,,Q,Sandy Collins,U,,USA,27.6550308008,173,,5-7 6-1 6-2,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,006,200424,,,Etsuko Inoue,U,,JPN,21.6399726215,106,,200331,,Q,Kim Sands,U,,USA,29.659137577,,,6-4 7-6,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,007,200369,,,Candy Reynolds,U,,USA,31.2114989733,,,201173,,,Sally Reeves,U,,GBR,21.9192334018,,,6-1 6-0,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,008,200450,,,Larisa Savchenko,U,,URS,19.8850102669,53,,201033,,,Kristin Kinney,U,,USA,26.7843942505,,,6-2 6-3,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,009,200406,,Q,Claudia Monteiro,U,,BRA,25.0869267625,,,201022,13,,Debbie Spence Nasim,U,,USA,18.8336755647,46,,6-4 6-1,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,010,200443,,,Sara Gomer,U,,GBR,22.0725530459,95,,200444,9,,Elise Burgin,U,,USA,24.2628336756,31,,6-3 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,011,200504,,Q,Julie Salmon,U,,GBR,20.9199178645,228,,200467,,,Janine Tremelling,U,,AUS,18.7405886379,60,,6-4 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,012,200464,,,Ann Henricksson,U,,USA,26.6064339493,44,,200407,,,Camille Benjamin,U,,USA,20.0191649555,66,,6-2 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,013,200481,,Q,Elna Reinach,U,,RSA,17.5167693361,110,,200462,,,Belinda Cordwell,U,,NZL,20.7145790554,94,,6-0 6-3,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,014,200402,,,Wendy Prausa,R,,USA,25.6919917864,56,,200393,,,Lea Antonoplis,U,,USA,27.3839835729,103,,6-4 6-2,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,015,200408,10,,Alycia Moulton,U,,USA,25.3032169747,35,,200435,,,Barbara Gerken,U,,USA,21.9329226557,,,6-2 6-1,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,016,200366,14,,Sylvia Hanika,U,,GER,26.5242984257,49,,200383,,,Anne Hobbs,U,,GBR,26.8008213552,51,,2-6 6-4 6-3,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,017,200362,,,Liz Smylie,U,,AUS,23.1622176591,54,,200429,,,Elizabeth Minter,U,,AUS,20.7939767283,,,6-2 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,018,200097,,,Nathalie Tauziat,R,,FRA,18.6447638604,113,,200332,,,Amanda Tobin Dingwall,R,,AUS,26.0013689254,,,6-3 6-2,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,019,200340,,,Marcella Mesker,U,,NED,27.0472279261,42,,200466,,,Molly Van Nostrand,U,,USA,21.2429842574,,,6-2 5-7 7-5,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,020,200494,,Q,Dianne Van Rensburg,U,,RSA,18.264202601,188,,200447,,,Adriana Villagran Reami,U,,ARG,29.8370978782,,,6-3 6-2,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,021,200357,11,,Rosalyn Nideffer,R,,USA,25.5989048597,41,,200445,,,Svetlana Cherneva,U,,RUS,23.6687200548,,,7-5 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,022,200410,,,Yvonne Vermaak,R,,RSA,29.4729637235,,,200492,,,Tina Mochizuki,R,,USA,33.5386721424,,,6-2 3-6 6-1,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,023,201025,,,Neige Dias,U,,BRA,19.5099247091,,,200437,,,Annabel Croft,U,,GBR,19.909650924,37,,7-5 6-2,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,024,200428,,,Lori Mcneil,U,,USA,22.4750171116,78,,200417,,,Gigi Fernandez,U,,USA,22.2943189596,100,,3-6 7-5 6-4,3,R64
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,025,200360,1,,Pam Shriver,R,,USA,23.9315537303,6,,200548,,,Patty Fendick,U,,USA,21.1909650924,90,,6-3 7-6,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,026,200333,,,Betsy Nagelsen,R,,USA,29.6262833676,38,,200439,,Q,Jenny Byrne,U,,AUS,19.2854209446,112,,6-7 6-1 6-1,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,027,200384,,,Eva Pfaff,U,,GER,25.325119781,39,,200468,,,Hu Na,U,,USA,23.1485284052,97,,7-6 6-3,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,028,200424,,,Etsuko Inoue,U,,JPN,21.6399726215,106,,200392,5,,Jo Durie,R,,GBR,25.8672142368,20,,7-6 4-6 6-4,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,029,200209,3,,Wendy Turnbull,U,,AUS,33.5331964408,16,,200369,,,Candy Reynolds,U,,USA,31.2114989733,,,6-2 6-3,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,030,200450,,,Larisa Savchenko,U,,URS,19.8850102669,53,,200406,,Q,Claudia Monteiro,U,,BRA,25.0869267625,,,6-3 7-5,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,031,200443,,,Sara Gomer,U,,GBR,22.0725530459,95,,200504,,Q,Julie Salmon,U,,GBR,20.9199178645,228,,6-1 6-4,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,032,200464,,,Ann Henricksson,U,,USA,26.6064339493,44,,200416,7,,Robin White,U,,USA,22.4969199179,24,,3-6 6-4 6-2,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,033,200481,,Q,Elna Reinach,U,,RSA,17.5167693361,110,,201035,8,,Kate Gompert,U,,USA,23.40862423,28,,6-1 2-6 6-4,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,034,200408,10,,Alycia Moulton,U,,USA,25.3032169747,35,,200402,,,Wendy Prausa,R,,USA,25.6919917864,56,,6-3 2-6 6-1,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,035,200362,,,Liz Smylie,U,,AUS,23.1622176591,54,,200366,14,,Sylvia Hanika,U,,GER,26.5242984257,49,,6-4 6-2,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,036,200389,4,,Kathy Jordan,U,,USA,26.5160848734,18,,200097,,,Nathalie Tauziat,R,,FRA,18.6447638604,113,,7-5 6-3,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,037,200340,,,Marcella Mesker,U,,NED,27.0472279261,42,,200387,6,,Anne White,U,,USA,24.6954140999,22,,3-6 7-5 6-4,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,038,200494,,Q,Dianne Van Rensburg,U,,RSA,18.264202601,188,,200357,11,,Rosalyn Nideffer,R,,USA,25.5989048597,41,,7-6 4-6 6-3,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,039,201025,,,Neige Dias,U,,BRA,19.5099247091,,,200410,,,Yvonne Vermaak,R,,RSA,29.4729637235,,,6-4 6-0,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,040,200401,2,,Manuela Maleeva Fragniere,R,,SUI,19.3155373032,10,,200428,,,Lori Mcneil,U,,USA,22.4750171116,78,,7-6 2-6 6-4,3,R32
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,041,200360,1,,Pam Shriver,R,,USA,23.9315537303,6,,200333,,,Betsy Nagelsen,R,,USA,29.6262833676,38,,7-6 6-3,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,042,200424,,,Etsuko Inoue,U,,JPN,21.6399726215,106,,200384,,,Eva Pfaff,U,,GER,25.325119781,39,,6-1 6-2,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,043,200450,,,Larisa Savchenko,U,,URS,19.8850102669,53,,200209,3,,Wendy Turnbull,U,,AUS,33.5331964408,16,,7-5 6-2,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,044,200464,,,Ann Henricksson,U,,USA,26.6064339493,44,,200443,,,Sara Gomer,U,,GBR,22.0725530459,95,,6-2 7-6,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,045,200408,10,,Alycia Moulton,U,,USA,25.3032169747,35,,200481,,Q,Elna Reinach,U,,RSA,17.5167693361,110,,6-0 6-4,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,046,200389,4,,Kathy Jordan,U,,USA,26.5160848734,18,,200362,,,Liz Smylie,U,,AUS,23.1622176591,54,,7-6 6-3,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,047,200494,,Q,Dianne Van Rensburg,U,,RSA,18.264202601,188,,200340,,,Marcella Mesker,U,,NED,27.0472279261,42,,6-3 1-6 7-5,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,048,200401,2,,Manuela Maleeva Fragniere,R,,SUI,19.3155373032,10,,201025,,,Neige Dias,U,,BRA,19.5099247091,,,6-0 6-0,3,R16
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,049,200360,1,,Pam Shriver,R,,USA,23.9315537303,6,,200424,,,Etsuko Inoue,U,,JPN,21.6399726215,106,,6-1 6-4,3,QF
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,050,200450,,,Larisa Savchenko,U,,URS,19.8850102669,53,,200464,,,Ann Henricksson,U,,USA,26.6064339493,44,,7-5 6-2,3,QF
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,051,200389,4,,Kathy Jordan,U,,USA,26.5160848734,18,,200408,10,,Alycia Moulton,U,,USA,25.3032169747,35,,6-3 6-3,3,QF
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,052,200401,2,,Manuela Maleeva Fragniere,R,,SUI,19.3155373032,10,,200494,,Q,Dianne Van Rensburg,U,,RSA,18.264202601,188,,7-5 6-4,3,QF
1986-W-WT-GBR-01A-1986,Birmingham,Grass,56,W,19860609,053,200360,1,,Pam Shriver,R,,USA,23.9315537303,6,,200450,,,Larisa Savchenko,U,,URS,19.8850102669,53,,6-2 6-1,3,SF
